 Name,Mass (MJ),Radius (RJ),Period (days),Semi-major axis (AU),Temp. (K),Discovery method,Discovery Year,Distance (ly),Host star mass (M☉),Host star temp. (K),Remarks,Mass Category,Period Category,Distance Category,Radius Category,Star Temp Category,IS Habbitable
HIP 35173 b,0.040,1.166,41.516,0.217,1442.00,Radial Velocity,2006,108.250,0.790,4881,None,Small,Short,Mid-Range,Medium,Sun-like,0
HIP 38594 b [ja],0.026,1.166,60.711,0.256,1442.00,Radial Velocity,2006,58.000,0.610,5601,habitable zone,Small,Short,Nearby,Medium,Sun-like,0
HIP 38594 c,0.135,1.166,3525.000,3.842,1442.00,Radial Velocity,2006,58.000,0.610,5601,None,Medium,Long,Nearby,Medium,Sun-like,0
HIP 41378 b,1.981,0.259,15.571,1442.000,1442.00,Transit,2006,378.800,1.150,6199,None,Giant,Short,Mid-Range,Small,Hot,0
HIP 41378 c,1.981,0.228,31.698,1442.000,1442.00,Transit,2006,378.800,1.150,6199,None,Giant,Short,Mid-Range,Small,Hot,0
HIP 41378 d,1.981,0.353,156.000,1442.000,1442.00,Transit,2006,378.800,1.150,6199,None,Giant,Long,Mid-Range,Small,Hot,0
HIP 41378 e,1.981,0.492,131.000,1442.000,1442.00,Transit,2006,378.800,1.150,6199,None,Giant,Long,Mid-Range,Small,Hot,0
HIP 41378 f,1.981,0.910,324.000,1442.000,1442.00,Transit,2006,378.800,1.150,6199,Possible ring system,Giant,Long,Mid-Range,Medium,Hot,0
HIP 4845 b,0.053,1.166,34.151,0.177,1442.00,Radial Velocity,2006,68.800,0.620,5601,None,Small,Short,Nearby,Medium,Sun-like,0
HIP 48714 b,0.071,1.166,17.819,0.112,1442.00,Radial Velocity,2006,34.300,0.580,5601,None,Small,Short,Nearby,Medium,Sun-like,0
HIP 5158 c,15.040,1.166,9017.760,7.700,1442.00,Radial Velocity,2006,168.560,0.780,4962,None,Giant,Long,Mid-Range,Medium,Sun-like,0
HIP 54373 b,0.027,1.166,7.760,0.063,1442.00,Radial Velocity,2006,61.090,0.570,4021,None,Small,Ultra Short,Nearby,Medium,Sun-like,0
HIP 54373 c,0.039,1.166,15.144,0.099,1442.00,Radial Velocity,2006,61.090,0.570,4021,None,Small,Short,Nearby,Medium,Sun-like,0
HIP 57274 b,0.020,1.166,8.135,0.070,1442.00,Radial Velocity,2006,84.410,0.290,4510,None,Small,Ultra Short,Nearby,Medium,Sun-like,0
HIP 57274 c,0.409,1.166,32.030,0.178,1442.00,Radial Velocity,2006,84.410,0.290,4510,None,Medium,Short,Nearby,Medium,Sun-like,0
HIP 57274 d,0.527,1.166,431.700,1.010,1442.00,Radial Velocity,2006,84.410,0.290,4510,None,Medium,Long,Nearby,Medium,Sun-like,0
HIP 60584 B,8.000,1.166,232.300,16.580,1442.00,Imaging,2006,99.600,1.352,5601,None,Giant,Long,Nearby,Medium,Sun-like,0
HIP 63374 B,11.000,1.166,232.300,30.020,1442.00,Imaging,2006,176.400,1.211,5601,None,Giant,Long,Mid-Range,Medium,Sun-like,0
HIP 65 Ab [ja],3.213,2.030,0.981,0.018,1411.00,Transit,2006,201.858,0.781,4590,an ultra-short-period Jupiter orbiting a bright (V=11.1 mag) K4-dwarf.,Giant,Ultra Short,Mid-Range,Large,Sun-like,0
HIP 65407 b,0.428,1.166,28.125,0.177,1442.00,Radial Velocity,2006,181.000,0.930,5460,None,Medium,Short,Mid-Range,Medium,Sun-like,0
HIP 65407 c,0.784,1.166,67.300,0.316,1442.00,Radial Velocity,2006,181.000,0.930,5460,None,Medium,Short,Mid-Range,Medium,Sun-like,0
HIP 65426 b,9.000,1.166,232.300,92.000,1450.00,Imaging,2006,363.000,1.960,8840,Host star also known as HD 116434,Giant,Long,Mid-Range,Medium,Hot,0
HIP 65891 b,6.000,1.166,1084.500,2.810,1442.00,Radial Velocity,2006,492.000,2.500,5000,Host star also known as HD 117253,Giant,Long,Mid-Range,Medium,Sun-like,0
HIP 67522 b [ja],0.250,0.894,6.960,1442.000,1174.00,Transit,2006,416.000,1.220,5675,One more candidate planet around very young (age below 20 million years) star,Medium,Ultra Short,Mid-Range,Medium,Sun-like,0
HIP 67537 b [zh],11.100,1.166,2556.500,4.910,1442.00,Radial Velocity,2006,167.585,2.410,4985,"Eccentric orbit, host star also known as HD 120457",Giant,Long,Mid-Range,Medium,Sun-like,0
HIP 67851 b,1.380,1.166,88.900,0.460,1442.00,Radial Velocity,2006,208.300,1.630,4890,None,Giant,Short,Mid-Range,Medium,Sun-like,0
HIP 67851 c,4.340,1.166,1741.000,3.090,1442.00,Radial Velocity,2006,208.300,1.630,4890,None,Giant,Long,Mid-Range,Medium,Sun-like,0
HIP 71135 b,0.059,1.166,87.190,0.335,1442.00,Radial Velocity,2006,105.500,0.660,4146,None,Small,Short,Mid-Range,Medium,Sun-like,0
HIP 78530 b,23.000,1.166,232.300,740.000,2700.00,Imaging,2006,511.100,2.500,10500,None,Giant,Long,Far,Medium,Hot,0
HIP 79098 (AB)b,20.500,1.166,232.300,345.000,2450.00,Imaging,2006,477.200,3.750,5601,Brown dwarf,Giant,Long,Mid-Range,Medium,Sun-like,0
HIP 91258 b [fr],1.068,1.166,5.051,0.057,1442.00,Radial Velocity,2006,145.000,0.950,5519,None,Giant,Ultra Short,Mid-Range,Medium,Sun-like,0
HIP 94235 b,1.981,0.268,7.713,0.079,1060.00,Transit,2006,191.200,1.094,5991,"Host star also known as TOI-4399, shares system with a red dwarf",Giant,Ultra Short,Mid-Range,Small,Sun-like,0
HIP 97233 b,20.000,1.166,1058.800,2.550,1442.00,Radial Velocity,2006,347.000,1.930,5020,None,Giant,Long,Mid-Range,Medium,Sun-like,0
HN Pegasi b,21.999,1.051,232.300,773.000,1442.00,Imaging,2006,59.130,1.100,5974,None,Giant,Long,Nearby,Medium,Sun-like,0
HR 1817 b,3.300,1.166,8000.000,8.400,1442.00,Imaging,2006,87.562,1.200,6130,Host star also known as AF Leporis or HD 35850,Giant,Long,Nearby,Medium,Hot,0
HR 2562 b,30.000,1.110,232.300,20.300,1442.00,Imaging,2006,109.700,1.300,5601,None,Giant,Long,Mid-Range,Medium,Sun-like,0
HR 5183 b,3.230,1.166,27000.000,18.000,171.00,Radial Velocity,2006,102.700,1.070,5794,Exoplanet found with one of the most elliptical orbits as of 2019,Giant,Long,Mid-Range,Medium,Sun-like,0
HR 7321 b,0.300,1.166,285.100,0.937,1442.00,Radial Velocity,2006,200.200,1.350,4971,Red giant host star also known as HD 184010,Medium,Long,Mid-Range,Medium,Sun-like,0
HR 7321 c,0.280,1.166,483.300,1.332,1442.00,Radial Velocity,2006,200.200,1.350,4971,Red giant host star also known as HD 184010,Medium,Long,Mid-Range,Medium,Sun-like,0
HR 7321 d,0.460,1.166,837.700,1.922,1442.00,Radial Velocity,2006,200.200,1.350,4971,Red giant host star also known as HD 184010,Medium,Long,Mid-Range,Medium,Sun-like,0
HR 858 b,1.981,0.186,3.586,0.048,1572.00,Transit,2006,104.350,1.145,6201,None,Giant,Ultra Short,Mid-Range,Small,Hot,0
HR 858 c,1.981,0.173,5.973,0.067,1326.00,Transit,2006,104.350,1.145,6201,None,Giant,Ultra Short,Mid-Range,Small,Hot,0
HR 858 d,1.981,0.193,11.230,0.103,1075.00,Transit,2006,104.350,1.145,6201,None,Giant,Short,Mid-Range,Small,Hot,0
HR 8799 e,10.000,1.170,20815.600,16.400,1150.00,Imaging,2006,128.510,1.510,7400,None,Giant,Long,Mid-Range,Medium,Hot,0
HU Aquarii b,5.900,1.166,2390.000,3.600,1442.00,Timing,2006,626.890,0.880,5952,Controversial,Giant,Long,Far,Medium,Sun-like,0
HU Aquarii c,4.500,1.166,4368.000,5.400,1442.00,Timing,2006,626.890,0.880,5952,Controversial,Giant,Long,Far,Medium,Sun-like,0
HW Virginis b,14.300,1.166,4640.000,4.690,1442.00,Timing,2006,590.000,0.485,5601,Likely false positive,Giant,Long,Far,Medium,Sun-like,0
IC 4651 9122 b,6.300,1.166,734.000,2.038,1442.00,Radial Velocity,2006,2870.000,2.100,9000,Disputed,Giant,Long,Far,Medium,Hot,0
K2-100b,1.981,0.312,1.674,1442.000,1442.00,Transit,2006,592.000,1.180,6120,None,Giant,Ultra Short,Far,Small,Hot,0
K2-101b,1.981,0.178,14.677,1442.000,1442.00,Transit,2006,592.000,0.800,4819,None,Giant,Short,Far,Small,Sun-like,0
K2-102b,1.981,0.116,9.916,1442.000,1442.00,Transit,2006,592.000,0.770,4695,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-103b,1.981,0.196,21.170,1442.000,1442.00,Transit,2006,592.000,0.610,3880,"Host star (also known as EPIC 211822797), belongs to Beehive Cluster",Giant,Short,Far,Small,Cool,0
K2-104b,1.981,0.170,1.974,1442.000,1442.00,Transit,2006,592.000,0.510,3660,None,Giant,Ultra Short,Far,Small,Cool,0
K2-105b,0.094,0.369,8.267,0.081,1442.00,Transit,2006,760.000,1.010,5434,None,Small,Ultra Short,Far,Small,Sun-like,0
K2-106b,0.026,0.136,0.571,0.012,2333.00,Transit,2006,798.000,0.950,5470,Host star also known as EPIC 220674823,Small,Ultra Short,Far,Small,Sun-like,0
K2-106c,1.981,0.188,13.335,1442.000,1442.00,Transit,2006,803.000,1.080,5613,Candidate since 2017,Giant,Short,Far,Small,Sun-like,0
K2-107b,0.840,1.440,3.314,0.048,1442.00,Transit,2006,167.585,1.300,6030,None,Medium,Ultra Short,Mid-Range,Medium,Hot,0
K2-108b,0.187,0.471,4.734,0.057,1446.00,Transit,2006,1530.000,1.120,5474,None,Medium,Ultra Short,Far,Small,Sun-like,0
K2-10b,0.085,0.343,19.304,1442.000,1442.00,Transit,2006,880.000,0.920,5620,None,Small,Short,Far,Small,Sun-like,0
K2-110b,0.053,0.231,13.864,0.102,640.00,Transit,2006,385.000,0.740,5010,None,Small,Short,Mid-Range,Small,Sun-like,0
K2-111 c,0.036,1.166,15.679,0.117,1442.00,Radial Velocity,2006,680.000,0.890,5730,None,Small,Short,Far,Medium,Sun-like,0
K2-111b,0.027,0.170,5.351,0.062,1309.00,Transit,2006,680.000,0.880,5730,None,Small,Ultra Short,Far,Small,Sun-like,0
K2-113b,1.290,0.930,5.818,0.056,1178.00,Transit,2006,1800.000,1.010,5627,None,Giant,Ultra Short,Far,Medium,Sun-like,0
K2-114b,1.850,0.942,11.391,0.093,719.00,Transit,2006,1570.000,0.830,5027,None,Giant,Short,Far,Medium,Sun-like,0
K2-115b,0.840,1.115,20.273,0.137,682.00,Transit,2006,1360.000,0.830,5560,None,Medium,Short,Far,Medium,Sun-like,0
K2-116b,1.981,0.062,4.655,0.048,1442.00,Transit,2006,183.100,0.690,4348,Host star also known as BD-12 6259,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
K2-117b,1.981,0.175,1.292,0.019,1442.00,Transit,2006,333.500,0.580,3842,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
K2-117c,1.981,0.181,5.445,0.051,1442.00,Transit,2006,333.500,0.580,3842,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
K2-118b,1.981,0.227,50.921,0.245,1442.00,Transit,2006,1057.000,0.760,4726,None,Giant,Short,Far,Small,Sun-like,0
K2-119b,1.981,0.204,7.729,0.070,1442.00,Transit,2006,1180.000,0.760,4753,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-11b,1.981,0.674,39.938,0.226,1442.00,Transit,2006,6590.000,1.350,5433,None,Giant,Short,Far,Medium,Sun-like,0
K2-120b,1.981,0.179,9.563,0.078,1442.00,Transit,2006,950.000,0.690,4350,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-121b,1.981,0.814,5.186,0.052,1442.00,Transit,2006,552.000,0.710,4471,None,Giant,Ultra Short,Far,Medium,Sun-like,0
K2-122b,1.981,0.114,2.219,0.029,1442.00,Transit,2006,236.000,0.630,3993,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
K2-123b,1.981,0.236,30.957,0.167,1442.00,Transit,2006,529.000,0.650,4076,None,Giant,Short,Far,Small,Sun-like,0
K2-124b,1.981,0.236,6.414,0.051,1442.00,Transit,2006,448.000,0.440,3561,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
K2-125b,1.981,0.194,21.750,0.121,1442.00,Transit,2006,415.000,0.490,3654,None,Giant,Short,Mid-Range,Small,Cool,0
K2-126b,1.981,0.164,7.387,0.066,1442.00,Transit,2006,332.000,0.700,4368,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
K2-127b,1.981,0.773,3.588,0.041,1442.00,Transit,2006,2370.000,0.700,4388,None,Giant,Ultra Short,Far,Medium,Sun-like,0
K2-128b,1.981,0.127,5.676,0.056,1442.00,Transit,2006,373.000,0.710,4470,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
K2-129b,1.981,0.093,8.239,0.057,1442.00,Transit,2006,90.190,0.360,3459,Host star also known as LP 868-19,Giant,Ultra Short,Nearby,Small,Cool,0
K2-12b,1.981,0.208,8.282,0.080,1442.00,Transit,2006,960.000,1.010,5800,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-130b,1.981,0.112,2.494,0.032,1442.00,Transit,2006,384.400,0.700,4356,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
K2-131b,0.017,0.152,0.369,0.010,2062.00,Transit,2006,501.000,0.840,5245,None,Small,Ultra Short,Far,Small,Sun-like,0
K2-132b,1.981,1.300,9.175,1442.000,1442.00,Transit,2006,568.000,1.080,4840,None,Giant,Ultra Short,Far,Medium,Sun-like,0
K2-133b [ru],1.981,0.117,3.071,0.033,1442.00,Transit,2006,245.300,0.460,3655,"Host star also known as LP 358–499, 4 planets in system",Giant,Ultra Short,Mid-Range,Small,Cool,0
K2-133c [ru],1.981,0.132,4.868,0.045,1442.00,Transit,2006,245.300,0.460,3655,"Host star also known as LP 358–499, 4 planets in system",Giant,Ultra Short,Mid-Range,Small,Cool,0
K2-133d [ru],1.981,0.180,11.023,0.077,1442.00,Transit,2006,245.300,0.460,3655,"Host star also known as LP 358–499, 4 planets in system",Giant,Short,Mid-Range,Small,Cool,0
K2-133e [ru],1.981,0.154,26.584,0.135,296.00,Transit,2006,245.300,0.460,3655,Host star also known as LP 358-499,Giant,Short,Mid-Range,Small,Cool,1
K2-135b,1.981,0.156,1.209,0.020,1043.50,Transit,2006,98.800,0.660,4255,None,Giant,Ultra Short,Nearby,Small,Sun-like,0
K2-135c,1.981,0.121,3.648,0.042,721.90,Transit,2006,98.800,0.660,4255,None,Giant,Ultra Short,Nearby,Small,Sun-like,0
K2-135d,1.981,0.187,6.201,0.060,604.90,Transit,2006,98.800,0.660,4255,None,Giant,Ultra Short,Nearby,Small,Sun-like,0
K2-136b [ru],1.981,0.088,7.975,1442.000,553.00,Transit,2006,167.585,0.740,4499,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
K2-136c [ru],0.057,0.260,17.307,0.117,425.00,Transit,2006,167.585,0.740,4499,None,Small,Short,Mid-Range,Small,Sun-like,0
K2-136d [ru],1.981,0.129,25.575,1442.000,373.00,Transit,2006,167.585,0.740,4499,None,Giant,Short,Mid-Range,Small,Sun-like,0
K2-137b,0.500,0.079,0.180,0.006,1471.00,Transit,2006,167.585,0.460,3492,None,Medium,Ultra Short,Mid-Range,Small,Cool,0
K2-138b,1.981,0.140,2.353,0.034,1442.00,Transit,2006,597.000,0.930,5378,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-138c,1.981,0.225,3.560,0.045,1442.00,Transit,2006,597.000,0.930,5378,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-138d,1.981,0.237,5.405,0.059,1442.00,Transit,2006,597.000,0.930,5378,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-138e,1.981,0.294,8.261,0.078,1442.00,Transit,2006,597.000,0.930,5378,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-138f,1.981,0.251,12.758,0.104,1442.00,Transit,2006,597.000,0.930,5378,None,Giant,Short,Far,Small,Sun-like,0
K2-139b,0.387,0.808,28.382,0.179,565.00,Transit,2006,496.000,1.800,5340,None,Medium,Short,Mid-Range,Medium,Sun-like,0
K2-13b,1.981,0.169,39.915,0.211,1442.00,Transit,2006,950.000,0.800,5698,None,Giant,Short,Far,Small,Sun-like,0
K2-140b,0.211,1.093,6.569,0.069,957.00,Transit,2006,1110.000,1.000,5705,None,Medium,Ultra Short,Far,Medium,Sun-like,0
K2-141b,0.016,0.135,0.280,0.007,2039.00,Transit,2006,202.160,0.708,4599,None,Small,Ultra Short,Mid-Range,Small,Sun-like,0
K2-141c,0.023,0.624,7.749,0.067,1442.00,Transit,2006,202.160,0.708,4599,None,Small,Ultra Short,Mid-Range,Medium,Sun-like,0
K2-146b,1.981,0.196,2.645,0.027,1442.00,Transit,2006,259.200,0.358,3385,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
K2-146c,0.024,0.195,4.005,1442.000,1093.70,Transit,2006,259.000,0.330,3385,None,Small,Ultra Short,Mid-Range,Small,Cool,0
K2-147b,1.981,0.123,0.962,0.016,1442.00,Transit,2006,296.100,0.583,3672,Also called EPIC 213715787,Giant,Ultra Short,Mid-Range,Small,Cool,0
K2-148b,1.981,0.119,4.384,0.045,1442.00,Transit,2006,407.400,0.650,4079,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
K2-148c,1.981,0.154,6.923,0.062,1442.00,Transit,2006,407.400,0.650,4079,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
K2-148d,1.981,0.146,9.758,0.077,1442.00,Transit,2006,407.400,0.650,4079,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
K2-149b,1.981,0.146,11.332,0.083,1442.00,Transit,2006,404.800,0.595,3745,None,Giant,Short,Mid-Range,Small,Cool,0
K2-14b,1.981,0.429,8.368,0.063,1442.00,Transit,2006,710.000,0.470,3789,None,Giant,Ultra Short,Far,Small,Cool,0
K2-150b,1.981,0.178,10.594,0.073,1442.00,Transit,2006,335.200,0.457,3499,None,Giant,Short,Mid-Range,Small,Cool,0
K2-151b,1.981,0.120,3.836,0.037,1442.00,Transit,2006,227.070,0.440,3585,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
K2-152b,1.981,0.204,32.653,0.172,337.00,Transit,2006,354.800,0.630,4044,None,Giant,Short,Mid-Range,Small,Sun-like,0
K2-153b,1.981,0.178,7.516,0.061,497.00,Transit,2006,468.700,0.550,3845,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
K2-154b,1.981,0.178,3.676,0.041,715.00,Transit,2006,423.500,0.650,4097,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
K2-154c,1.981,0.185,7.955,0.068,552.00,Transit,2006,423.500,0.650,4097,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
K2-155b,0.015,0.138,6.344,0.055,708.00,Transit,2006,237.940,0.650,4258,None,Small,Ultra Short,Mid-Range,Small,Sun-like,0
K2-155c,0.020,0.174,13.854,0.095,583.00,Transit,2006,237.940,0.650,4258,None,Small,Short,Mid-Range,Small,Sun-like,0
K2-155d,0.015,0.146,40.684,0.194,381.00,Transit,2006,237.940,0.650,4258,None,Small,Short,Mid-Range,Small,Sun-like,0
K2-156b,1.981,0.103,0.813,0.015,1347.00,Transit,2006,492.000,0.660,4597,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
K2-157b,1.981,0.094,0.365,1442.000,1442.00,Transit,2006,167.585,0.940,5456,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
K2-158b,1.981,0.236,10.061,0.089,794.00,Transit,2006,647.100,0.920,5503,None,Giant,Short,Far,Small,Sun-like,0
K2-158c,1.981,0.114,5.903,0.062,948.00,Transit,2006,647.100,0.920,5503,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-159b,1.981,0.202,12.422,0.101,684.00,Transit,2006,560.400,0.900,5425,None,Giant,Short,Far,Small,Sun-like,0
K2-15b,1.981,0.221,11.810,0.091,1442.00,Transit,2006,1430.000,0.720,5131,None,Giant,Short,Far,Small,Sun-like,0
K2-160b,1.981,0.284,3.706,0.047,1442.00,Transit,2006,1038.000,0.983,5649,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-161b,1.981,0.546,9.283,0.086,1442.00,Transit,2006,3070.000,0.987,4972,None,Giant,Ultra Short,Far,Medium,Sun-like,0
K2-162b,1.981,0.128,9.459,0.080,631.00,Transit,2006,407.300,0.750,4842,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
K2-163b,1.981,0.220,6.673,0.065,1442.00,Transit,2006,684.000,0.826,4937,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-164b,1.981,0.290,17.355,0.139,1442.00,Transit,2006,1238.000,1.181,5791,None,Giant,Short,Far,Small,Sun-like,0
K2-165b,1.981,0.114,2.355,0.033,1442.00,Transit,2006,440.600,0.835,5185,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
K2-165c,1.981,0.139,4.383,0.049,1442.00,Transit,2006,440.600,0.835,5185,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
K2-165d,1.981,0.236,14.101,0.108,1442.00,Transit,2006,440.600,0.835,5185,None,Giant,Short,Mid-Range,Small,Sun-like,0
K2-166b,1.981,0.195,8.527,0.086,1442.00,Transit,2006,1577.000,1.160,5960,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-166c,1.981,0.109,3.805,1442.000,1442.00,Transit,2006,1568.810,1.070,5601,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-167b,1.981,0.252,9.978,0.091,1442.00,Transit,2006,264.500,1.020,5908,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
K2-168b,1.981,0.191,15.854,0.120,1442.00,Transit,2006,801.000,0.907,5554,None,Giant,Short,Far,Small,Sun-like,0
K2-168c,1.981,0.105,8.047,1442.000,1442.00,Transit,2006,800.910,0.910,5601,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-169b,1.981,0.114,6.381,0.068,1442.00,Transit,2006,774.000,0.986,5548,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-16b,1.981,0.180,7.619,0.067,658.00,Transit,2006,1060.000,0.680,4742,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-16c,1.981,0.227,19.079,0.123,485.00,Transit,2006,1060.000,0.680,4742,None,Giant,Short,Far,Small,Sun-like,0
K2-170b,1.981,0.127,7.577,0.075,1442.00,Transit,2006,1296.000,0.964,5748,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-170c,1.981,0.161,12.400,0.104,1442.00,Transit,2006,1296.000,0.964,5748,None,Giant,Short,Far,Small,Sun-like,0
K2-171b,1.981,0.240,5.629,0.060,1442.00,Transit,2006,2010.000,0.892,5250,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-172b,1.981,0.149,14.317,0.113,1442.00,Transit,2006,820.300,0.934,5569,None,Giant,Short,Far,Small,Sun-like,0
K2-172c,1.981,0.286,29.627,0.183,1442.00,Transit,2006,820.300,0.934,5569,None,Giant,Short,Far,Small,Sun-like,0
K2-173b,1.981,0.144,5.869,0.061,1442.00,Transit,2006,750.600,0.881,5580,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-174b,1.981,0.222,19.563,0.124,1442.00,Transit,2006,326.900,0.668,4500,None,Giant,Short,Mid-Range,Small,Sun-like,0
K2-175b,1.981,0.182,9.526,0.091,1442.00,Transit,2006,812.200,1.095,5909,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-176b,1.981,0.133,5.329,0.058,1442.00,Transit,2006,812.000,0.939,5428,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-177b,1.981,0.189,14.155,0.122,1442.00,Transit,2006,1628.000,1.211,6063,None,Giant,Short,Far,Small,Hot,0
K2-178b,1.981,0.317,8.748,0.082,1442.00,Transit,2006,704.700,0.951,5525,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-179b,1.981,0.224,5.172,0.055,1442.00,Transit,2006,625.700,0.824,5015,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-17b,1.981,0.199,17.968,0.119,1442.00,Transit,2006,440.000,0.710,4320,None,Giant,Short,Mid-Range,Small,Sun-like,0
K2-180b,1.981,0.215,8.866,0.076,1442.00,Transit,2006,668.900,0.730,5263,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-181b,1.981,0.241,6.894,0.072,1442.00,Transit,2006,1189.000,1.044,5609,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-182b,0.063,0.247,4.737,0.052,1442.00,Transit,2006,507.200,0.847,5159,Confirmed in 2021.,Small,Ultra Short,Far,Small,Sun-like,0
K2-183b,1.981,0.098,0.469,0.012,1442.00,Transit,2006,1083.000,0.942,5482,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-183c,1.981,0.224,10.793,0.094,1442.00,Transit,2006,1083.000,0.942,5482,None,Giant,Short,Far,Small,Sun-like,0
K2-183d,1.981,0.227,22.630,0.154,1442.00,Transit,2006,1083.000,0.942,5482,None,Giant,Short,Far,Small,Sun-like,0
K2-184b,1.981,0.137,16.993,0.121,1442.00,Transit,2006,247.100,0.819,5252,None,Giant,Short,Mid-Range,Small,Sun-like,0
K2-185b,1.981,0.117,10.617,0.094,1442.00,Transit,2006,882.000,0.976,5722,None,Giant,Short,Far,Small,Sun-like,0
K2-186b,1.981,0.283,41.474,0.236,1442.00,Transit,2006,1089.000,1.019,5784,None,Giant,Short,Far,Small,Sun-like,0
K2-187b,1.981,0.123,0.774,1442.000,1442.00,Transit,2006,167.585,0.970,5477,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
K2-187c,1.981,0.152,2.872,0.039,1442.00,Transit,2006,1089.000,0.967,5477,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-187d,1.981,0.287,7.149,0.072,1442.00,Transit,2006,1089.000,0.967,5477,None,Giant,Ultra Short,Far,Small,Sun-like,0
K2-187e,1.981,0.201,13.608,0.110,1442.00,Transit,2006,1089.000,0.967,5477,None,Giant,Short,Far,Small,Sun-like,0
K2-188b,1.981,0.112,1.743,0.029,1442.00,Transit,2006,1476.000,1.107,5982,None,Giant,Ultra Short,Far,Small,Sun-like,0
